business_id	user_id	cool	funny	useful	stars	sentiment	negative	neutral	positive	compound
dKzp--NRN0dxkcvAczzSOw	XYl43Jgcl_AgM5YXDFVy5A	0	0	0	4.0	{'neg': 0.044, 'neu': 0.803, 'pos': 0.154, 'compound': 0.9571}	0.044	0.803	0.154	0.9571
o1dX8oFupfjbBpYgT7TH0w	UAO-fiRQl0Why09SjUaMjw	0	0	0	5.0	{'neg': 0.03, 'neu': 0.635, 'pos': 0.335, 'compound': 0.9905}	0.03	0.635	0.335	0.9905
qTmuW0C9XXuxWwumvn89sw	7fg2xboqVD037lZK3ggu0A	0	0	1	5.0	{'neg': 0.028, 'neu': 0.727, 'pos': 0.245, 'compound': 0.9911}	0.028	0.727	0.245	0.9911
Yn7B8EWnUkG1gFdge4GuGA	Zw1xfJ8YBDWqmqlMwv6g6w	0	0	1	4.0	{'neg': 0.07, 'neu': 0.826, 'pos': 0.103, 'compound': 0.8572}	0.07	0.826	0.103	0.8572
cMHEWGbGdGy1WkThoh6oXA	eSD8yky4O9b2dMedRCC1-Q	1	1	6	1.0	{'neg': 0.177, 'neu': 0.717, 'pos': 0.107, 'compound': -0.5455}	0.177	0.717	0.107	-0.5455
y-mHecGBw8oFGKueVwTOJA	_-OfDLQDrShVuMNq9H1mJQ	0	0	0	5.0	{'neg': 0.0, 'neu': 0.585, 'pos': 0.415, 'compound': 0.9651}	0.0	0.585	0.415	0.9651
faPVqws-x-5k2CQKDNtHxw	HkDEOvomj_ldPrNB6VzHbA	0	0	0	5.0	{'neg': 0.048, 'neu': 0.588, 'pos': 0.364, 'compound': 0.9875}	0.048	0.588	0.364	0.9875
N9Q2HlpqeG2NKbvqJI-REw	O-frog8VhICKAT0grMKiwQ	0	0	0	4.0	{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.98}	0.0	0.573	0.427	0.98
RrXlDMjW30v2KatCxOobdQ	oc3u68ugJlAP__025Ji2fw	1	1	2	3.0	{'neg': 0.037, 'neu': 0.822, 'pos': 0.141, 'compound': 0.918}	0.037	0.822	0.141	0.918
qx6WhZ42eDKmBchZDax4dQ	NGuMR5J-N3TJ-d2XOfOhag	0	0	3	5.0	{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.9311}	0.0	0.764	0.236	0.9311
ChZNzFVxnkCDlhkuor5vVw	zgF0toIGkRIV2FHX1-6Oyg	1	0	1	4.0	{'neg': 0.105, 'neu': 0.8, 'pos': 0.095, 'compound': 0.0754}	0.105	0.8	0.095	0.0754
YILyHegzhy1vlc_LNVfObw	182yfzTSWpsfvj1yWe8vMg	0	0	0	5.0	{'neg': 0.083, 'neu': 0.737, 'pos': 0.18, 'compound': 0.7374}	0.083	0.737	0.18	0.7374
yYgeUm-8qXhZiqTrVyQrKg	XQ7tyVdFjb8nvW5StRHQsg	1	0	0	5.0	{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.9073}	0.0	0.795	0.205	0.9073
IJlEACzNH-i_6Ovppj1KSQ	7qU5JhdBc_FS7C3NJlvUkQ	0	3	0	2.0	{'neg': 0.059, 'neu': 0.813, 'pos': 0.128, 'compound': 0.9395}	0.059	0.813	0.128	0.9395
hc009HrrwaVRjg0PTpy-_w	xNd3Ms_pPx1ZUECuKkFqBw	0	0	0	4.0	{'neg': 0.019, 'neu': 0.837, 'pos': 0.144, 'compound': 0.9022}	0.019	0.837	0.144	0.9022
Xg5qEQiB-7L6kGJ5F4K3bQ	-YpsNavjY6jxpMdsjfAJiA	0	0	0	5.0	{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.875}	0.0	0.643	0.357	0.875
Z_-KUIoogqjFJyLNP0TW3A	4LEbOSwF_1k6n2iYjRvj8g	0	0	0	5.0	{'neg': 0.02, 'neu': 0.864, 'pos': 0.117, 'compound': 0.887}	0.02	0.864	0.117	0.887
04ZtW6rq8rPYD-kLhNY2_Q	C4X3v_q3iecyHkh23uI08w	0	0	1	3.0	{'neg': 0.04, 'neu': 0.771, 'pos': 0.189, 'compound': 0.886}	0.04	0.771	0.189	0.886
lcd71KXyEdFjGzWdqH3tAw	Dq0PEGeBA9in7JkZ1uqVig	0	0	1	5.0	{'neg': 0.03, 'neu': 0.827, 'pos': 0.143, 'compound': 0.9832}	0.03	0.827	0.143	0.9832
zitXLajbETOuHQJfok4a4g	CmdAdoH8xaxwaT96TthraA	0	0	0	4.0	{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.9307}	0.0	0.565	0.435	0.9307
p9sxVs0JlOf1K_R08ylzbA	3-qcU5-A-aVot2vMrFnQcA	0	4	2	2.0	{'neg': 0.047, 'neu': 0.784, 'pos': 0.169, 'compound': 0.9711}	0.047	0.784	0.169	0.9711
Qf7jGtYtl3Y-xIpOxlrAJA	FoR5vEV7NrtOsSe27JDdYg	3	1	2	5.0	{'neg': 0.03, 'neu': 0.622, 'pos': 0.347, 'compound': 0.9955}	0.03	0.622	0.347	0.9955
sOYsxYYFl03PhHmz_rBDZQ	zgV0ZroIF956gw4cul8MHA	17	12	22	5.0	{'neg': 0.031, 'neu': 0.733, 'pos': 0.236, 'compound': 0.9979}	0.031	0.733	0.236	0.9979
9Q1ZtzTPFWG4fJiFSko5Xg	NuLoX_hybPLwLx8_daX1Mw	2	2	2	4.0	{'neg': 0.022, 'neu': 0.75, 'pos': 0.228, 'compound': 0.9892}	0.022	0.75	0.228	0.9892
aBCqrJwXAHnTgO2e_l0v8w	8NPPCBA8S5ABAQQENEqk0A	0	0	0	4.0	{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4939}	0.0	0.758	0.242	0.4939
6App6DCpDQ9q7Htgr8zJrQ	KnkiyXZDt8hVdq_kw1iWuw	0	1	0	5.0	{'neg': 0.077, 'neu': 0.66, 'pos': 0.263, 'compound': 0.8897}	0.077	0.66	0.263	0.8897
M0yfSpeDaYTPEnLjw_0g_g	iCkgHkZZIcSGK5yIxAZhGg	0	0	1	5.0	{'neg': 0.0, 'neu': 0.673, 'pos': 0.327, 'compound': 0.9036}	0.0	0.673	0.327	0.9036
JfBAD2mvvyXE4cYrif2_zg	vjX7lrAJx09oy7SZH078dw	0	0	5	1.0	{'neg': 0.068, 'neu': 0.87, 'pos': 0.061, 'compound': -0.0686}	0.068	0.87	0.061	-0.0686
znWHLW1pt19HzW1VY6KfCA	fFFTeVrZfTWuvbJXNKb-vQ	0	0	0	4.0	{'neg': 0.076, 'neu': 0.55, 'pos': 0.374, 'compound': 0.8849}	0.076	0.55	0.374	0.8849
F9_VdKmPyvEcqWSVVGkNNA	eBZMId38hcs45qNIMJh6pw	0	1	0	5.0	{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.9667}	0.0	0.776	0.224	0.9667
R1jJQi2yR44D_2ileqr8kA	FiHqlPU0_zRoNdRsoGVbZg	0	0	0	5.0	{'neg': 0.014, 'neu': 0.73, 'pos': 0.256, 'compound': 0.9661}	0.014	0.73	0.256	0.9661
MDtesP3-3zgDPCW9xfu-sQ	UiHd7ZFJ6bDkBPgCABHNxA	0	0	1	1.0	{'neg': 0.094, 'neu': 0.8, 'pos': 0.106, 'compound': 0.5136}	0.094	0.8	0.106	0.5136
zojFjgXYpax2vh8GUEW9pg	0QUHQ848J-hM043cefpXdQ	0	0	0	2.0	{'neg': 0.035, 'neu': 0.889, 'pos': 0.075, 'compound': 0.4975}	0.035	0.889	0.075	0.4975
UtCtLg_LP540023uQjB9rQ	RxQz5hpA_Yax617GSMU4lw	0	0	0	4.0	{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.9375}	0.0	0.826	0.174	0.9375
9BBWtaSvsootDkKTVBgv_A	8R7fxXZFMmE7VVwJktA8AA	0	0	0	5.0	{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.8979}	0.0	0.694	0.306	0.8979
VUtazCTIc0aoOrQprP_s-Q	XctqwBNeq4lNxAJX5sWhTQ	0	0	1	1.0	{'neg': 0.011, 'neu': 0.823, 'pos': 0.166, 'compound': 0.9518}	0.011	0.823	0.166	0.9518
5NteKnLm_oMBTALHNiMd6A	yBdgmfxqt2RfZIkk24Z6jA	2	0	1	5.0	{'neg': 0.047, 'neu': 0.877, 'pos': 0.076, 'compound': 0.6423}	0.047	0.877	0.076	0.6423
6LR0Eg5EAMEIES7CY7ITOg	VMNt8vQrzWL6taFm7tlKWw	2	0	6	5.0	{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.9377}	0.0	0.885	0.115	0.9377
FIxZW5OjfBotUouYzyYSjw	cEOyHRAANs_LATSJ5Ee4bw	0	0	0	2.0	{'neg': 0.197, 'neu': 0.729, 'pos': 0.074, 'compound': -0.7096}	0.197	0.729	0.074	-0.7096
-WVF5DKZeEWlMK8Cucto-A	JzCQr4cppA7HNdSjwSd7qA	2	1	4	5.0	{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.967}	0.0	0.592	0.408	0.967
PxTKXsdYqoFHWAG2amz0XQ	E8xjLfGu81Z7jiouYJYVsg	0	0	0	5.0	{'neg': 0.0, 'neu': 0.524, 'pos': 0.476, 'compound': 0.9922}	0.0	0.524	0.476	0.9922
6HaqmSd69aZ5utNNaLMx1g	KXX1IileI-ZKv6HvkAkuiw	0	0	2	2.0	{'neg': 0.118, 'neu': 0.843, 'pos': 0.039, 'compound': -0.8201}	0.118	0.843	0.039	-0.8201
uMQaaUvdHGhTFiyOhGa93w	KlH-uX3TBG9V0Z3Bk6ShUg	0	0	4	2.0	{'neg': 0.118, 'neu': 0.824, 'pos': 0.058, 'compound': -0.9803}	0.118	0.824	0.058	-0.9803
lZlTsBX2XXeFBC5K82Vlkg	KBtoTjcy1iEZ3mJF0TKfJw	0	0	13	1.0	{'neg': 0.095, 'neu': 0.8, 'pos': 0.105, 'compound': 0.1014}	0.095	0.8	0.105	0.1014
EdY6q0CO2mlATpoTFkvHAw	jAkoFeESpAWmA1AIUtYFrw	0	0	0	4.0	{'neg': 0.073, 'neu': 0.654, 'pos': 0.273, 'compound': 0.8891}	0.073	0.654	0.273	0.8891
9KmvrnyjWTr4sly0Dt770g	XMZKOrLE5b-alqG3We605g	0	0	0	3.0	{'neg': 0.03, 'neu': 0.836, 'pos': 0.134, 'compound': 0.7641}	0.03	0.836	0.134	0.7641
WZe-1SFcErsOT7gZY_x6wQ	O6mSdk2lYOBs3Ky8P3Vviw	0	0	3	1.0	{'neg': 0.06, 'neu': 0.921, 'pos': 0.019, 'compound': -0.8256}	0.06	0.921	0.019	-0.8256
PRCplK51opvt-vzpSETp9w	HtDe1uHA6zi079zGWIGlTw	1	0	6	1.0	{'neg': 0.116, 'neu': 0.825, 'pos': 0.058, 'compound': -0.8594}	0.116	0.825	0.058	-0.8594
_j2EtQtgLuXGRBfbM5YwZA	p08KxXZQ1cGU0GgbASSmSg	1	0	0	4.0	{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.6597}	0.0	0.81	0.19	0.6597
6xgcHeLad-VaoTIQewK84A	fyyIwRB7YSiJBSFsmZVnEQ	1	1	2	5.0	{'neg': 0.033, 'neu': 0.732, 'pos': 0.236, 'compound': 0.9839}	0.033	0.732	0.236	0.9839
Hr_Bk65xD2yQxjJhhorH1g	UvrzPzQ5PohL0NkFrQBoIg	0	0	0	4.0	{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.7984}	0.0	0.816	0.184	0.7984
KNrkgSSyvBPhbXTDznfCNQ	I2qJvA0tbGdZJ3XrwzwfzA	1	0	2	3.0	{'neg': 0.096, 'neu': 0.81, 'pos': 0.094, 'compound': 0.1969}	0.096	0.81	0.094	0.1969
Sfc8Haz2Yri8Mo1L0E0TsA	9AMd4KYQIu-De1Zu6mVU0Q	0	0	0	1.0	{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.5848}	0.202	0.798	0.0	-0.5848
r5PLDU-4mSbde5XekTXSCA	139hD7gkZVzSvSzDPwhNNw	0	0	0	2.0	{'neg': 0.033, 'neu': 0.834, 'pos': 0.133, 'compound': 0.9707}	0.033	0.834	0.133	0.9707
3LusDaJx7Q_R6V8vgPpPYQ	BvfU2cSy6CtFul-FExbQLw	0	0	0	1.0	{'neg': 0.066, 'neu': 0.902, 'pos': 0.032, 'compound': -0.8621}	0.066	0.902	0.032	-0.8621
Kbbm6Vd5UdbP10dwjBghRw	93arRxjGiv2VwrD52neeYg	0	0	0	1.0	{'neg': 0.188, 'neu': 0.684, 'pos': 0.128, 'compound': -0.8629}	0.188	0.684	0.128	-0.8629
aXAp5q8b__mZu7w_ewjLFw	VaOGFRkItjT3r3njUmbeog	0	0	0	5.0	{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.8454}	0.0	0.88	0.12	0.8454
uXzYH9ywBhZ0WwfStrCWNQ	rcMhH7U_OnlVOSi2T1qtqA	0	0	0	5.0	{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.9593}	0.0	0.709	0.291	0.9593
KUaTgbnhY8QfIWkUVXztGA	_5K86aIhkTbSjeDFG8VE3w	0	0	0	4.0	{'neg': 0.034, 'neu': 0.774, 'pos': 0.192, 'compound': 0.9462}	0.034	0.774	0.192	0.9462
HQpMwOOrGND3GaRqMNV9ig	HLVmrjOsgdJ48Hqu0BaWBA	0	0	0	5.0	{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.9213}	0.0	0.708	0.292	0.9213
z2CVPfaG8C_rydUZCcsqbw	UmewTHXJ5hBdUzzJ2M5Qdg	0	0	0	5.0	{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.9769}	0.0	0.694	0.306	0.9769
FcYAwxuOys7NtnUPhRkA_Q	a6edJQpI-MEg-OUTKDp3HA	0	0	0	4.0	{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.6249}	0.0	0.823	0.177	0.6249
FqQcDCC-wfZgkcx5hwGFrg	h1qme_IO44HXfX0ZpRLyow	0	0	0	5.0	{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.8169}	0.0	0.517	0.483	0.8169
idJTf2K64vA6LypyTiKC-Q	swDwGOEkjVJtDOgO5UU8bg	0	1	3	5.0	{'neg': 0.04, 'neu': 0.812, 'pos': 0.148, 'compound': 0.9359}	0.04	0.812	0.148	0.9359
f8d6qcNAEWsNRgTPJBESlQ	HkyE7vI4lkimoyCrj2szfw	0	0	0	5.0	{'neg': 0.0, 'neu': 0.607, 'pos': 0.393, 'compound': 0.9782}	0.0	0.607	0.393	0.9782
cduxK7fng02Xw9Y9uA4DGg	HMlh6mHxCDQ5uHcbG6-VsA	0	0	0	1.0	{'neg': 0.07, 'neu': 0.869, 'pos': 0.061, 'compound': -0.2495}	0.07	0.869	0.061	-0.2495
CJKgffwOSqZ7WpKVruA0xQ	f_6ZjA4KhYXYDmbIzEVzyw	0	0	1	3.0	{'neg': 0.024, 'neu': 0.818, 'pos': 0.158, 'compound': 0.9837}	0.024	0.818	0.158	0.9837
GbSLC3OriOFLmYFQ48NvTA	J4p05ZTg-av3PtiC_D09Dw	0	0	0	1.0	{'neg': 0.058, 'neu': 0.859, 'pos': 0.084, 'compound': -0.2933}	0.058	0.859	0.084	-0.2933
qsJkjQoM3Hdg6Gtqp2S9_w	9NG8l_nND_vcg0g6JRuUew	0	0	0	5.0	{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.9557}	0.0	0.751	0.249	0.9557
DVfCbJhJUDWRlUfrKzaKOA	QrHAOWGkahT2nmvwcHt56w	1	1	3	1.0	{'neg': 0.141, 'neu': 0.816, 'pos': 0.044, 'compound': -0.8382}	0.141	0.816	0.044	-0.8382
2hSIeCX2cV-chFcBBXrZZA	O5L8zuI27psWhlXYH2lsdQ	0	0	0	5.0	{'neg': 0.031, 'neu': 0.756, 'pos': 0.213, 'compound': 0.9582}	0.031	0.756	0.213	0.9582
QS3QxI7u5PRdtbGgI0-UsA	1CqkFliipv_X15WYn5aPfg	0	0	0	4.0	{'neg': 0.021, 'neu': 0.798, 'pos': 0.181, 'compound': 0.9487}	0.021	0.798	0.181	0.9487
t-LnJne10SHAWATKYdQdJQ	deiLnoDOz0elhRXKk1iUeg	0	1	2	4.0	{'neg': 0.039, 'neu': 0.821, 'pos': 0.14, 'compound': 0.9908}	0.039	0.821	0.14	0.9908
pVCF9rIPF4y697QeRMpweA	FoSus9RXiYtUYASbZjtYOg	2	0	4	2.0	{'neg': 0.0, 'neu': 0.94, 'pos': 0.06, 'compound': 0.6124}	0.0	0.94	0.06	0.6124
ytYP2UXkRow2L3emGp469w	J3ucveGKKJDvtuCNnb_x0g	1	0	1	4.0	{'neg': 0.065, 'neu': 0.813, 'pos': 0.122, 'compound': 0.8378}	0.065	0.813	0.122	0.8378
2ALi7ZYvil-BAXFa3CMUyA	cSCqSzcpWuEfw42anAlP3A	1	1	1	5.0	{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.9022}	0.0	0.748	0.252	0.9022
Hdzo5ggPswyv-8ZlW0PVLw	3NAxl1iNmLAGU4Wf1hfD4Q	0	0	1	3.0	{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.9497}	0.0	0.805	0.195	0.9497
YgDPoTM4ll7MhnyDSdq0fw	IuV7p8woOS3zBzu2MX72Rg	0	0	0	5.0	{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.9451}	0.0	0.791	0.209	0.9451
65GMvjjrsvyR9pxxAys7qg	_ykg4Fp8j_tU83q2tYC2FQ	3	0	2	5.0	{'neg': 0.017, 'neu': 0.838, 'pos': 0.145, 'compound': 0.9517}	0.017	0.838	0.145	0.9517
wUKzaS1MHg94RGM6z8u9mw	EEAdHXsDcN4hRtMysXUddg	1	0	0	5.0	{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.994}	0.0	0.763	0.237	0.994
XVGPOeGw5xftRF_0eoLvUA	-eyD9AcOndfdUexRDjWmrw	0	1	1	4.0	{'neg': 0.01, 'neu': 0.831, 'pos': 0.159, 'compound': 0.9935}	0.01	0.831	0.159	0.9935
a0v7Si0DK4cIko7AQY4YXg	84MPXt_hRIABXN09eTxG-g	0	0	1	4.0	{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.9334}	0.0	0.62	0.38	0.9334
d_L-rfS1vT3JMzgCUGtiow	S4dbS1m0CQiOKTYfuMEtmg	0	0	0	5.0	{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.8316}	0.0	0.747	0.253	0.8316
_lpqjZAseSvoDxPN-_JnzQ	aDYNz8cujkDdmbiOh95ANA	0	0	0	5.0	{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.5399}	0.0	0.863	0.137	0.5399
aSkEFSHQyw1-Y07t7kFa6g	757KBvH__eN4rEC_VmdPdA	0	0	0	3.0	{'neg': 0.108, 'neu': 0.732, 'pos': 0.16, 'compound': 0.4461}	0.108	0.732	0.16	0.4461
CfxFKL-F51ZGFGlKhnLJoQ	CuqKbf0cz7stbFFvZ4C8sw	0	0	0	5.0	{'neg': 0.077, 'neu': 0.761, 'pos': 0.163, 'compound': 0.9943}	0.077	0.761	0.163	0.9943
59ZPvaiHRxykULlNFK_kVw	6Jb0HqG4DZczeiiRWormyA	0	0	0	4.0	{'neg': 0.058, 'neu': 0.662, 'pos': 0.28, 'compound': 0.9884}	0.058	0.662	0.28	0.9884
z8H4Mdzl4jS9pYswj6Jf9w	5i0AXj-vxqNBlDT2E3j2-Q	0	0	0	1.0	{'neg': 0.187, 'neu': 0.749, 'pos': 0.064, 'compound': -0.6801}	0.187	0.749	0.064	-0.6801
kl_Xl2HloCSOMlOjmPVkkQ	UG4EKu13JRwzRix6ESINdg	4	2	3	5.0	{'neg': 0.018, 'neu': 0.819, 'pos': 0.163, 'compound': 0.9544}	0.018	0.819	0.163	0.9544
o84XM3l2keUVCLtTdT1wxg	gN4PMWofHFOVATt1KNgghQ	0	0	8	4.0	{'neg': 0.017, 'neu': 0.736, 'pos': 0.247, 'compound': 0.9763}	0.017	0.736	0.247	0.9763
TTDMJetAQKfxVzKZy4Z_2Q	Eh_1-9RkvrO7ImiSOj2uYQ	0	0	3	1.0	{'neg': 0.083, 'neu': 0.883, 'pos': 0.033, 'compound': -0.4405}	0.083	0.883	0.033	-0.4405
LPMZ9N1sAjs2nDx7DmiZ2w	Pr8b1Qx0vl3rsxnRidyZaQ	0	0	0	5.0	{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.9622}	0.0	0.539	0.461	0.9622
Cy6k-OK7cQkxx_Q45EM73Q	FOwVkJZbBaZXftYrMNHjZA	0	0	1	5.0	{'neg': 0.017, 'neu': 0.615, 'pos': 0.368, 'compound': 0.9844}	0.017	0.615	0.368	0.9844
1qwkbN3wu3AGDxMTXVz2gA	iHUYpbqQ2FtxnTtZJifFkA	0	0	0	5.0	{'neg': 0.041, 'neu': 0.886, 'pos': 0.073, 'compound': 0.4374}	0.041	0.886	0.073	0.4374
da_QOspls2XoU5AZ6QNcww	aeuo-PdHqd4IQSoH-Kueyg	0	1	0	5.0	{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.9151}	0.0	0.802	0.198	0.9151
yNVcnSaMSrTmjJBMrHTy9w	wo5QavnrMex2rXuZBRyrJQ	0	0	0	4.0	{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.7935}	0.0	0.861	0.139	0.7935
faPVqws-x-5k2CQKDNtHxw	AEkftuvdWqb4ZOXDIbQyyw	1	0	0	2.0	{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.9062}	0.0	0.623	0.377	0.9062
7c8wPuPOKK2ggE7jz5uC-A	A-4sQyjgUfkFFXGA7tEcZA	1	0	0	4.0	{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.9538}	0.0	0.65	0.35	0.9538
dhbJ85DAPBDrUjPK6uh44A	eITBPqE6ac9D-p7_CWXZDw	0	0	0	5.0	{'neg': 0.043, 'neu': 0.772, 'pos': 0.185, 'compound': 0.7003}	0.043	0.772	0.185	0.7003
uuGL8diLlHfeUeFuod3F-w	7FGaox4G5LG361eZkx4o_Q	0	0	0	5.0	{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.9169}	0.0	0.685	0.315	0.9169
DQC982CZz5pBTs_g6KLGtw	ykFdte1IfNWNMvcCIND5IA	0	0	0	5.0	{'neg': 0.041, 'neu': 0.853, 'pos': 0.106, 'compound': 0.4997}	0.041	0.853	0.106	0.4997
ZRHSidI7IIeXhTHMc9L_gw	vYogztsnT5A4d1jVgtgz6w	0	0	0	4.0	{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.8038}	0.0	0.646	0.354	0.8038
-bd4BQcl1ekgo7avaFngIw	fx6FaeTpDkYKFxa0qSJpHw	0	0	0	5.0	{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.9522}	0.0	0.584	0.416	0.9522
hd5xm20tfSa70-6UqD9-bg	vcdMd3zawCdPjqZ12jUn5w	0	0	1	5.0	{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.7184}	0.0	0.875	0.125	0.7184
L9pTWWAATj7HoLaRe6ZA1Q	eTtIpBCxxMkqAcDz3HQKEg	2	1	1	4.0	{'neg': 0.055, 'neu': 0.694, 'pos': 0.251, 'compound': 0.9765}	0.055	0.694	0.251	0.9765
XqaQpBnmfs6KMaI81g6lng	F_9oEKnyRGydU3s3RqPixw	0	0	4	1.0	{'neg': 0.067, 'neu': 0.901, 'pos': 0.032, 'compound': -0.8658}	0.067	0.901	0.032	-0.8658
8Zqh2jwtncA3N4fWEMTvZQ	9OrG6hDTU1zSc5ICQRic8A	0	0	0	2.0	{'neg': 0.037, 'neu': 0.833, 'pos': 0.13, 'compound': 0.9022}	0.037	0.833	0.13	0.9022
vx4YAA02Qz6khRD1fZ1MFA	rMRSt0r8q0AvpUllXgrH2w	3	3	4	2.0	{'neg': 0.075, 'neu': 0.863, 'pos': 0.062, 'compound': -0.351}	0.075	0.863	0.062	-0.351
4sRJvmKh43AqMRrjdwEdwA	gKE0rjw56ViwBV7MPFYKYw	0	0	0	1.0	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	1.0	0.0	0.0
E7eOOXwMC7wwCRywsvNzUA	PsZ5n0xbbn-7nFf6BkavHQ	0	0	0	4.0	{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.8854}	0.0	0.86	0.14	0.8854
d_L-rfS1vT3JMzgCUGtiow	lHFkt91UFwQUywggO8yDHA	0	1	1	5.0	{'neg': 0.007, 'neu': 0.827, 'pos': 0.166, 'compound': 0.98}	0.007	0.827	0.166	0.98
6nKR80xEGHYf2UxAe_Cu_g	esGys7PcAXtqI6O-G8jQBA	0	0	0	5.0	{'neg': 0.0, 'neu': 0.665, 'pos': 0.335, 'compound': 0.9879}	0.0	0.665	0.335	0.9879
pN9FtkDmlafRi8kUDUnN8w	lKADKQhmtEB-Ajr_jsjnYA	0	0	0	1.0	{'neg': 0.126, 'neu': 0.688, 'pos': 0.186, 'compound': 0.7425}	0.126	0.688	0.186	0.7425
gdb4gmSI5eJcuXLZ3BfgtA	fVOZsa26aYUAos3ACZo7iw	0	0	0	5.0	{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.9682}	0.0	0.667	0.333	0.9682
xUEoAG8qto7HXQnEqMcuuA	hRtJnYWcQfW7b4rq8JWk1g	0	0	1	2.0	{'neg': 0.02, 'neu': 0.903, 'pos': 0.077, 'compound': 0.5927}	0.02	0.903	0.077	0.5927
faPVqws-x-5k2CQKDNtHxw	TKYEh7WkmzKvdFjGrQGR5g	0	0	0	5.0	{'neg': 0.062, 'neu': 0.62, 'pos': 0.318, 'compound': 0.9325}	0.062	0.62	0.318	0.9325
1FvN1961ct3_iv9SvdBGQA	RVkY6pc3aK4ZeMoxmPdQtw	0	1	0	2.0	{'neg': 0.096, 'neu': 0.642, 'pos': 0.261, 'compound': 0.9421}	0.096	0.642	0.261	0.9421
86PQRj-tc8vLsWwQzHx_mg	gotrrjltsfYT7vTcaI5yfA	0	0	1	5.0	{'neg': 0.089, 'neu': 0.73, 'pos': 0.181, 'compound': 0.9529}	0.089	0.73	0.181	0.9529
rjd3vE2jBEHPnaBwWfQEjw	SBlXkDR6vyObPwWHq1UBNQ	0	0	1	1.0	{'neg': 0.071, 'neu': 0.808, 'pos': 0.121, 'compound': 0.4902}	0.071	0.808	0.121	0.4902
n8RVrpWpcd3HprzEnJ3RxA	C6MxUErq9JQbPJPCp4Va8Q	0	0	0	5.0	{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.9273}	0.0	0.612	0.388	0.9273
yRKrMWQxQaMeR18s5ajcYw	9qAt7wTgl6mYtxPGZGwyWw	0	0	0	1.0	{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.2755}	0.072	0.928	0.0	-0.2755
XxfXm5EQER08JSwYafVdUg	oUK6Xs5dPPnP4whFeZExGg	3	2	10	4.0	{'neg': 0.044, 'neu': 0.84, 'pos': 0.116, 'compound': 0.9067}	0.044	0.84	0.116	0.9067
T5Y4Mo5fgmU77KrbdRffcw	_84c_ACFQxle_sgCSO4w9g	0	0	0	3.0	{'neg': 0.037, 'neu': 0.879, 'pos': 0.084, 'compound': 0.6211}	0.037	0.879	0.084	0.6211
